timestamp,generated,avg_kvah,consumed,grid,total_consumed_kvah,billed_kvah,solar_kvah,banked_solar_kvah,bill_amount
2023-03-16 03:00:00,38558,3.51,33005,11621,44626,42363,11621,0,310317.57
2023-03-16 04:00:00,38066,3.11,38667,8663,47330,44493,8663,0,345078.71
2023-03-16 05:00:00,44865,3.61,38423,4694,43117,42651,4694,0,416097.68
2023-03-16 06:00:00,43189,2.9,39247,5985,45232,43066,5985,0,361069.63
2023-03-16 07:00:00,39281,3.25,31404,7233,38637,37445,7233,0,336770.32
2023-03-16 08:00:00,36279,2.27,40857,10789,51646,46224,10789,0,444550.58
2023-03-16 09:00:00,36291,3.32,39792,5042,44834,42742,5042,0,333949.57
2023-03-16 10:00:00,36887,3.41,31885,4665,36550,31189,4665,0,216703.13
2023-03-16 11:00:00,44579,2.44,38173,5676,43849,39565,5676,0,369555.17
2023-03-16 12:00:00,39010,2.82,30466,6124,36590,34698,6124,0,341678.25
2023-03-16 13:00:00,44628,2.48,30297,11404,41701,39206,11404,0,270691.65
2023-03-16 14:00:00,38321,2.86,37783,6332,44115,38585,6332,0,231764.93
2023-03-16 15:00:00,38471,3.06,31613,7519,39132,36104,7519,0,317824.22
2023-03-16 16:00:00,41035,2.03,35150,3755,38905,34784,3755,0,295421.31
2023-03-16 17:00:00,42953,3.11,38442,9817,48259,41346,9817,0,318191.69
2023-03-16 18:00:00,45056,3.19,30333,4659,34992,31788,4659,0,288031.55
2023-03-16 19:00:00,40503,2.44,32866,9721,42587,39755,9721,0,300528.02
2023-03-16 20:00:00,41781,2.03,31389,3247,34636,30682,3247,0,201531.24
2023-03-16 21:00:00,44193,3.51,31677,7227,38904,33231,7227,0,220222.2
2023-03-16 22:00:00,44312,3.65,32466,10901,43367,42642,10901,0,302046.05
2023-03-16 23:00:00,42090,2.16,34905,4061,38966,35210,4061,0,242410.69
2023-03-17 00:00:00,38946,3.85,29508,8134,37642,32323,8134,0,258761.65
2023-03-17 01:00:00,43258,2.84,39442,9420,48862,46323,9420,0,286353.37
2023-03-17 02:00:00,43825,2.07,36671,9759,46430,40667,9759,0,333284.52
2023-03-17 03:00:00,42841,3.01,32069,10013,42082,39619,10013,0,247737.52
2023-03-17 04:00:00,43911,3.25,40083,9259,49342,42755,9259,0,282482.05
2023-03-17 05:00:00,45642,3.19,33281,11658,44939,42829,11658,0,380211.7
2023-03-17 06:00:00,40470,2.66,32989,11916,44905,38994,11916,0,387083.64
2023-03-17 07:00:00,40848,3.74,39642,8516,48158,46770,8516,0,315943.63
2023-03-17 08:00:00,45619,2.76,28733,6759,35492,30834,6759,0,237254.43
2023-03-17 09:00:00,44710,3.05,38440,7025,45465,41364,7025,0,359382.89
2023-03-17 10:00:00,41335,3.53,36280,7771,44051,38438,7771,0,287496.62
2023-03-17 11:00:00,40376,2.27,33989,3310,37299,35895,3310,0,234642.64
2023-03-17 12:00:00,36547,2.32,34764,4409,39173,34633,4409,0,325825.9
2023-03-17 13:00:00,37231,3.66,32605,5970,38575,38478,5970,0,358529.93
2023-03-17 14:00:00,40903,3.23,32444,6733,39177,34165,6733,0,235802.9
2023-03-17 15:00:00,39241,3.01,29768,8182,37950,34046,8182,0,225724.22
2023-03-17 16:00:00,39490,2.08,35056,3298,38354,33149,3298,0,201156.19
2023-03-17 17:00:00,44509,2.65,34115,8209,42324,40093,8209,0,325739.58
2023-03-17 18:00:00,42299,3.23,31194,6571,37765,33631,6571,0,232565.35
2023-03-17 19:00:00,38202,3.69,32358,9809,42167,38211,9809,0,256669.01
2023-03-17 20:00:00,44244,2.23,32779,7506,40285,37120,7506,0,267126.39
2023-03-17 21:00:00,38811,2.43,40756,6860,47616,40782,6860,0,376392.19
2023-03-17 22:00:00,40306,2.88,38709,3161,41870,36034,3161,0,304591.08
2023-03-17 23:00:00,40022,2.9,36628,6482,43110,41554,6482,0,352825.69
2023-03-18 00:00:00,40667,3.13,31067,7600,38667,34373,7600,0,321864.03
2023-03-18 01:00:00,36413,2.31,40285,8955,49240,44686,8955,0,299759.08
2023-03-18 02:00:00,45620,3.71,40255,7359,47614,46631,7359,0,450498.2
2023-03-18 03:00:00,39021,2.28,35339,4592,39931,38639,4592,0,246648.34
2023-03-18 04:00:00,41998,2.04,30885,11978,42863,41446,11978,0,370335.58
2023-03-18 05:00:00,41802,3.98,36255,5289,41544,36155,5289,0,227244.34
2023-03-18 06:00:00,37032,3.06,30372,7509,37881,33878,7509,0,277768.83
2023-03-18 07:00:00,43280,2.24,29924,6356,36280,31905,6356,0,215117.15
2023-03-18 08:00:00,42692,3.49,29912,6172,36084,36030,6172,0,217443.62
2023-03-18 09:00:00,37055,2.29,31924,6581,38505,33386,6581,0,259921.59
2023-03-18 10:00:00,42913,3.04,32999,9683,42682,42340,9683,0,318289.65
2023-03-18 11:00:00,44059,2.9,30867,11787,42654,42316,11787,0,327992.25
2023-03-18 12:00:00,41800,2.13,29837,9784,39621,38524,9784,0,237636.25
2023-03-18 13:00:00,43409,3.52,40420,9238,49658,47881,9238,0,422810.82
2023-03-18 14:00:00,44872,3.95,29277,4412,33689,33575,4412,0,330676.64
2023-03-18 15:00:00,37681,3.14,38370,11724,50094,43076,11724,0,296884.33
2023-03-18 16:00:00,45345,3.79,40598,7667,48265,42077,7667,0,287010.37
2023-03-18 17:00:00,43632,3.03,36796,8138,44934,44460,8138,0,273219.15
2023-03-18 18:00:00,44999,3.82,30679,11317,41996,38465,11317,0,283945.1
2023-03-18 19:00:00,39450,2.49,33128,3007,36135,34619,3007,0,214347.13
2023-03-18 20:00:00,39128,2.46,38141,6558,44699,41663,6558,0,260556.2
2023-03-18 21:00:00,37343,3.79,32007,11446,43453,43234,11446,0,291895.56
2023-03-18 22:00:00,45691,3.51,38590,5732,44322,41670,5732,0,268967.41
2023-03-18 23:00:00,43854,3.7,34633,10160,44793,41233,10160,0,321415.62
2023-03-19 00:00:00,36156,3.61,30318,8181,38499,38062,8181,0,370974.27
2023-03-19 01:00:00,40285,3.23,36541,4905,41446,37588,4905,0,293518.07
2023-03-19 02:00:00,43204,3.57,38897,3194,42091,42071,3194,0,328072.31
2023-03-19 03:00:00,43175,2.43,34063,4928,38991,34589,4928,0,231114.99
2023-03-19 04:00:00,38060,3.61,31291,11644,42935,40284,11644,0,325681.26
2023-03-19 05:00:00,44942,3.55,36248,4495,40743,37831,4495,0,328409.26
2023-03-19 06:00:00,39956,2.18,31341,7832,39173,37751,7832,0,371370.85
2023-03-19 07:00:00,45805,3.15,29204,10526,39730,34694,10526,0,228471.25
2023-03-19 08:00:00,42961,2.11,37511,11673,49184,44326,11673,0,273203.19
2023-03-19 09:00:00,43348,3.17,37230,8723,45953,41687,8723,0,282154.2
2023-03-19 10:00:00,36006,2.15,37153,5337,42490,42006,5337,0,279269.5
2023-03-19 11:00:00,38622,3.82,33687,10336,44023,40741,10336,0,262094.78
2023-03-19 12:00:00,36327,2.51,29819,4933,34752,34505,4933,0,318399.01
2023-03-19 13:00:00,43456,2.91,33883,6139,40022,39563,6139,0,362357.52
2023-03-19 14:00:00,40294,2.84,40435,6042,46477,45512,6042,0,288412.0
2023-03-19 15:00:00,36209,2.75,35548,6731,42279,39167,6731,0,261125.66
2023-03-19 16:00:00,37223,3.03,33143,9408,42551,39190,9408,0,378847.72
2023-03-19 17:00:00,44161,3.66,34883,11101,45984,44940,11101,0,413921.85
2023-03-19 18:00:00,41022,2.44,31096,6303,37399,34130,6303,0,260291.81
2023-03-19 19:00:00,42781,3.12,29713,8356,38069,37305,8356,0,333153.33
2023-03-19 20:00:00,39390,2.29,37004,7441,44445,40915,7441,0,312263.59
2023-03-19 21:00:00,37060,3.98,35350,10216,45566,41635,10216,0,385035.6
2023-03-19 22:00:00,44669,3.63,35093,4379,39472,39096,4379,0,289619.42
2023-03-19 23:00:00,38836,2.16,40749,6682,47431,40933,6682,0,337954.46
2023-03-20 00:00:00,43086,2.08,33095,5912,39007,37778,5912,0,269534.25
2023-03-20 01:00:00,36618,3.23,31478,8865,40343,39053,8865,0,326462.15
2023-03-20 02:00:00,42708,3.74,32778,7628,40406,35109,7628,0,293190.44
2023-03-20 03:00:00,45274,3.29,32446,4863,37309,36272,4863,0,219047.94
2023-03-20 04:00:00,45544,2.17,30154,3418,33572,32698,3418,0,243011.33
2023-03-20 05:00:00,40556,3.97,28929,6178,35107,34059,6178,0,270136.81
2023-03-20 06:00:00,40477,3.54,38287,9158,47445,45327,9158,0,283231.98
2023-03-20 07:00:00,45203,3.53,31595,4466,36061,30678,4466,0,275098.81
2023-03-20 08:00:00,42438,2.72,29078,3658,32736,28637,3658,0,229765.44
2023-03-20 09:00:00,43679,2.54,32471,3911,36382,34424,3911,0,282011.49
2023-03-20 10:00:00,41235,2.51,34659,9717,44376,39384,9717,0,324486.57
2023-03-20 11:00:00,45883,2.9,34333,5727,40060,37210,5727,0,296351.6
2023-03-20 12:00:00,43828,3.09,36996,4572,41568,36264,4572,0,219087.1
2023-03-20 13:00:00,39312,3.96,31299,9939,41238,40643,9939,0,346617.57
2023-03-20 14:00:00,42723,2.75,35890,4445,40335,39767,4445,0,390711.06
2023-03-20 15:00:00,43757,3.59,29008,10629,39637,39454,10629,0,327841.15
2023-03-20 16:00:00,42829,3.16,38787,11031,49818,42997,11031,0,322505.68
2023-03-20 17:00:00,38584,2.21,39280,6650,45930,42691,6650,0,396698.89
2023-03-20 18:00:00,43282,2.83,39054,3974,43028,40752,3974,0,353499.03
2023-03-20 19:00:00,38531,3.39,39116,9960,49076,45233,9960,0,293017.54
2023-03-20 20:00:00,42671,3.11,29262,9114,38376,33886,9114,0,277567.07
2023-03-20 21:00:00,40666,3.17,36399,8730,45129,42414,8730,0,336521.91
2023-03-20 22:00:00,44229,2.6,32702,5597,38299,35031,5597,0,319213.6
2023-03-20 23:00:00,37234,2.8,31658,8767,40425,37152,8767,0,367369.24
2023-03-21 00:00:00,39360,3.73,29422,4161,33583,31104,4161,0,224830.08
2023-03-21 01:00:00,39376,2.12,31565,5397,36962,34690,5397,0,302697.08
2023-03-21 02:00:00,37266,2.39,40291,9019,49310,45991,9019,0,429484.83
2023-03-21 03:00:00,39560,3.89,31301,9388,40689,37657,9388,0,354447.2
2023-03-21 04:00:00,41955,3.11,34876,10028,44904,42902,10028,0,312195.38
2023-03-21 05:00:00,39395,3.83,39236,9682,48918,45036,9682,0,283009.85
2023-03-21 06:00:00,38357,3.35,35277,10860,46137,43967,10860,0,387607.85
2023-03-21 07:00:00,42389,2.87,33766,3187,36953,34369,3187,0,298174.73
2023-03-21 08:00:00,43172,2.59,29323,3428,32751,29748,3428,0,199460.95
2023-03-21 09:00:00,43885,3.88,30981,3674,34655,30720,3674,0,246928.37
2023-03-21 10:00:00,38533,3.42,35352,5379,40731,36508,5379,0,335381.32
2023-03-21 11:00:00,45219,3.79,40672,8734,49406,42128,8734,0,261689.55
2023-03-21 12:00:00,41318,2.66,31139,3159,34298,33292,3159,0,211665.25
2023-03-21 13:00:00,36471,2.57,29987,8178,38165,35522,8178,0,220057.84
2023-03-21 14:00:00,37724,3.72,33695,11630,45325,43909,11630,0,437333.06
2023-03-21 15:00:00,36652,3.75,30446,11816,42262,36721,11816,0,361201.89
2023-03-21 16:00:00,42509,2.16,33366,6069,39435,35257,6069,0,240193.1
2023-03-21 17:00:00,42041,2.14,33642,9231,42873,40867,9231,0,269184.33
2023-03-21 18:00:00,42927,3.96,33631,10275,43906,40691,10275,0,360262.03
2023-03-21 19:00:00,39763,3.49,40597,9778,50375,46942,9778,0,295202.15
2023-03-21 20:00:00,37178,3.19,39695,8519,48214,43278,8519,0,394144.5
2023-03-21 21:00:00,38105,3.88,37900,9521,47421,42593,9521,0,323799.7
2023-03-21 22:00:00,42655,2.76,39204,6004,45208,39704,6004,0,328607.87
2023-03-21 23:00:00,41573,2.62,38728,10032,48760,45652,10032,0,401688.65
2023-03-22 00:00:00,42937,2.27,36404,3827,40231,40211,3827,0,400732.51
2023-03-22 01:00:00,43207,3.86,34344,10034,44378,40151,10034,0,367687.65
2023-03-22 02:00:00,41238,2.03,37010,4714,41724,37033,4714,0,367536.96
2023-03-22 03:00:00,36375,3.42,29606,5896,35502,31718,5896,0,224078.36
2023-03-22 04:00:00,37156,2.77,31235,10047,41282,40280,10047,0,347872.33
2023-03-22 05:00:00,43678,2.76,37370,6017,43387,38566,6017,0,345918.37
2023-03-22 06:00:00,40776,2.63,40347,3064,43411,38415,3064,0,360340.36
2023-03-22 07:00:00,38201,2.91,35181,8577,43758,38185,8577,0,302610.89
2023-03-22 08:00:00,38332,3.33,35470,11212,46682,39978,11212,0,240192.39
2023-03-22 09:00:00,42919,3.35,33167,8433,41600,41452,8433,0,385960.46
2023-03-22 10:00:00,36828,3.56,38127,9944,48071,44705,9944,0,332141.23
2023-03-22 11:00:00,43162,3.54,32848,4265,37113,31830,4265,0,247932.67
2023-03-22 12:00:00,43640,2.92,40207,6456,46663,39783,6456,0,364368.44
2023-03-22 13:00:00,41105,2.29,40797,9379,50176,49784,9379,0,484555.79
2023-03-22 14:00:00,45401,2.57,33455,4649,38104,33856,4649,0,311675.98
2023-03-22 15:00:00,43282,3.46,31458,4041,35499,32089,4041,0,272025.48
2023-03-22 16:00:00,42927,2.59,34608,5266,39874,38480,5266,0,261340.1
2023-03-22 17:00:00,43821,3.67,32622,7059,39681,37127,7059,0,304793.28
2023-03-22 18:00:00,41104,2.26,35530,4474,40004,38476,4474,0,257738.03
2023-03-22 19:00:00,44346,2.81,37948,5375,43323,38697,5375,0,355010.48
2023-03-22 20:00:00,38811,3.6,37235,7255,44490,43908,7255,0,280768.98
2023-03-22 21:00:00,41149,2.62,30414,10285,40699,35613,10285,0,301250.17
2023-03-22 22:00:00,39463,2.38,34896,9569,44465,39978,9569,0,294594.17
2023-03-22 23:00:00,41616,2.51,35158,8743,43901,43452,8743,0,305393.71
2023-03-23 00:00:00,38247,3.62,38963,8907,47870,45925,8907,0,415795.61
2023-03-23 01:00:00,39284,2.26,34144,7778,41922,37066,7778,0,323078.29
2023-03-23 02:00:00,45181,3.2,35447,6680,42127,36086,6680,0,333124.31
2023-03-23 03:00:00,40765,2.14,35851,4561,40412,36625,4561,0,352052.61
2023-03-23 04:00:00,37033,3.88,40923,8133,49056,47019,8133,0,424083.2
2023-03-23 05:00:00,38317,2.97,32150,10327,42477,40116,10327,0,265881.62
2023-03-23 06:00:00,44027,3.64,40053,10952,51005,48191,10952,0,465076.95
2023-03-23 07:00:00,42483,2.49,39674,4450,44124,43417,4450,0,408474.95
2023-03-23 08:00:00,37818,2.16,29674,11889,41563,39712,11889,0,355556.18
2023-03-23 09:00:00,43814,3.41,30082,5874,35956,31429,5874,0,216130.07
2023-03-23 10:00:00,38256,2.91,37965,3400,41365,39954,3400,0,279112.42
2023-03-23 11:00:00,40192,3.92,37390,11194,48584,43211,11194,0,389375.33
2023-03-23 12:00:00,45428,3.98,33874,5120,38994,35393,5120,0,323268.32
2023-03-23 13:00:00,41949,2.32,39414,3754,43168,40376,3754,0,243088.4
2023-03-23 14:00:00,39793,2.77,36060,10512,46572,44071,10512,0,361744.63
2023-03-23 15:00:00,45330,3.45,31820,3010,34830,31802,3010,0,194914.38
2023-03-23 16:00:00,44483,2.64,30404,11695,42099,39802,11695,0,328263.18
2023-03-23 17:00:00,44585,3.11,40559,10108,50667,47616,10108,0,363857.61
2023-03-23 18:00:00,40606,3.59,34019,3957,37976,35598,3957,0,283425.5
2023-03-23 19:00:00,38072,2.55,32692,10697,43389,39468,10697,0,312683.8
2023-03-23 20:00:00,42064,2.04,33462,7959,41421,39173,7959,0,386936.09
2023-03-23 21:00:00,43706,2.33,32411,8346,40757,40336,8346,0,277946.08
2023-03-23 22:00:00,42291,2.23,32401,3388,35789,34725,3388,0,316738.08
2023-03-23 23:00:00,41501,2.91,35374,9161,44535,38436,9161,0,254831.73
2023-03-24 00:00:00,44758,3.4,28840,10462,39302,39062,10462,0,349407.24
2023-03-24 01:00:00,40719,2.58,32317,4903,37220,32938,4903,0,318994.87
2023-03-24 02:00:00,42739,2.56,29175,6688,35863,30633,6688,0,200845.51
2023-03-24 03:00:00,44323,2.51,30335,3130,33465,30667,3130,0,293472.31
2023-03-24 04:00:00,42274,2.0,32218,11467,43685,39881,11467,0,348188.76
2023-03-24 05:00:00,43059,3.66,34960,6600,41560,40881,6600,0,407746.62
2023-03-24 06:00:00,40987,2.75,30225,5732,35957,35606,5732,0,218711.34
2023-03-24 07:00:00,41895,2.88,33212,8062,41274,37249,8062,0,235516.47
2023-03-24 08:00:00,43039,3.07,30956,10247,41203,40381,10247,0,342222.01
2023-03-24 09:00:00,36018,3.68,31258,5240,36498,34250,5240,0,341117.54
2023-03-24 10:00:00,38218,2.97,29406,11050,40456,38809,11050,0,372885.62
2023-03-24 11:00:00,38468,3.37,40184,4792,44976,43867,4792,0,390823.08
2023-03-24 12:00:00,40748,2.16,30196,7019,37215,36792,7019,0,269903.91
2023-03-24 13:00:00,44212,2.06,33257,3731,36988,35236,3731,0,294283.26
2023-03-24 14:00:00,36140,3.98,30483,3812,34295,32382,3812,0,214152.75
2023-03-24 15:00:00,42540,2.89,31842,9682,41524,37277,9682,0,306503.11
2023-03-24 16:00:00,43380,2.46,34491,9693,44184,39750,9693,0,254607.55
2023-03-24 17:00:00,44449,3.45,37142,4813,41955,37812,4813,0,372335.65
2023-03-24 18:00:00,36551,2.69,39617,8511,48128,41717,8511,0,339593.19
2023-03-24 19:00:00,42596,2.99,34460,3916,38376,37625,3916,0,352138.18
2023-03-24 20:00:00,39732,2.59,30164,10464,40628,37936,10464,0,367428.78
2023-03-24 21:00:00,39740,2.32,32155,9827,41982,38148,9827,0,260492.79
2023-03-24 22:00:00,44735,2.77,39703,6093,45796,41567,6093,0,369804.69
2023-03-24 23:00:00,42016,3.01,33106,6968,40074,37626,6968,0,295191.97
2023-03-25 00:00:00,38841,2.24,38163,10269,48432,43551,10269,0,384022.63
2023-03-25 01:00:00,44730,2.03,35961,10483,46444,41293,10483,0,383038.96
2023-03-25 02:00:00,39425,3.18,29240,4207,33447,28435,4207,0,202056.21
2023-03-25 03:00:00,38960,3.32,40204,5219,45423,45197,5219,0,350628.51
2023-03-25 04:00:00,43681,2.68,32842,5101,37943,33565,5101,0,262614.39
2023-03-25 05:00:00,40756,3.42,33524,5358,38882,37338,5358,0,229318.6
2023-03-25 06:00:00,39151,2.14,35050,11817,46867,41332,11817,0,270324.92
2023-03-25 07:00:00,45598,2.12,34708,8594,43302,37277,8594,0,335820.83
2023-03-25 08:00:00,40247,3.12,32542,8715,41257,35533,8715,0,295951.27
2023-03-25 09:00:00,39553,2.28,31022,6489,37511,35805,6489,0,346878.91
2023-03-25 10:00:00,42543,2.86,38024,10619,48643,45739,10619,0,357270.66
2023-03-25 11:00:00,43610,3.62,32452,7622,40074,36542,7622,0,323347.85
2023-03-25 12:00:00,40252,2.2,36257,5088,41345,35851,5088,0,244985.16
2023-03-25 13:00:00,37104,2.32,37717,5139,42856,38681,5139,0,301496.81
2023-03-25 14:00:00,37903,3.93,28932,5482,34414,32412,5482,0,205678.13
2023-03-25 15:00:00,39787,2.88,38686,5707,44393,38411,5707,0,275125.46
2023-03-25 16:00:00,40053,2.25,29296,4660,33956,33039,4660,0,203908.02
2023-03-25 17:00:00,37083,3.63,36196,10345,46541,41155,10345,0,324265.22
2023-03-25 18:00:00,41575,2.63,30808,3763,34571,31353,3763,0,292616.54
2023-03-25 19:00:00,40804,3.02,33103,8235,41338,36206,8235,0,336900.08
2023-03-25 20:00:00,45767,3.01,34027,3231,37258,32770,3231,0,201389.04
2023-03-25 21:00:00,42995,2.05,37535,6209,43744,38789,6209,0,384302.6
2023-03-25 22:00:00,38312,3.81,28841,9411,38252,34986,9411,0,283508.39
2023-03-25 23:00:00,37940,2.49,39842,11591,51433,45012,11591,0,273369.65
2023-03-26 00:00:00,44522,2.33,30512,9805,40317,37499,9805,0,339124.6
2023-03-26 01:00:00,39479,2.72,36877,9655,46532,41838,9655,0,302428.44
2023-03-26 02:00:00,40030,2.07,28854,7659,36513,33664,7659,0,218532.04
2023-03-26 03:00:00,40385,2.13,31088,6598,37686,32895,6598,0,261609.75
2023-03-26 04:00:00,45577,2.52,31004,7381,38385,35895,7381,0,318064.89
2023-03-26 05:00:00,45305,2.27,34207,5685,39892,39691,5685,0,347556.54
2023-03-26 06:00:00,38642,3.12,40889,4361,45250,41936,4361,0,306160.78
2023-03-26 07:00:00,38724,3.28,40970,5279,46249,40917,5279,0,335016.0
2023-03-26 08:00:00,41147,2.04,29942,6911,36853,35289,6911,0,320880.36
2023-03-26 09:00:00,39145,2.35,31344,11366,42710,37982,11366,0,346399.81
2023-03-26 10:00:00,45198,2.57,40607,5128,45735,41423,5128,0,282054.37
2023-03-26 11:00:00,45938,2.76,39526,8271,47797,46134,8271,0,429105.34
2023-03-26 12:00:00,44054,2.02,33618,6743,40361,40278,6743,0,373925.38
2023-03-26 13:00:00,38007,3.27,38525,10506,49031,46272,10506,0,352682.31
2023-03-26 14:00:00,38222,2.79,40973,4584,45557,42955,4584,0,304910.52
2023-03-26 15:00:00,37087,3.31,40799,7861,48660,45108,7861,0,331718.82
2023-03-26 16:00:00,37439,3.85,39735,8575,48310,45523,8575,0,368951.72
2023-03-26 17:00:00,43967,2.02,32593,8251,40844,39217,8251,0,386100.61
2023-03-26 18:00:00,43843,3.19,29415,6195,35610,32801,6195,0,290799.58
2023-03-26 19:00:00,41834,3.93,38717,3724,42441,37083,3724,0,344545.3
2023-03-26 20:00:00,41219,2.09,31532,3938,35470,30855,3938,0,277120.73
2023-03-26 21:00:00,43749,3.76,29138,5714,34852,29905,5714,0,243649.19
2023-03-26 22:00:00,36916,3.52,36440,5295,41735,38543,5295,0,322594.63
2023-03-26 23:00:00,44801,3.36,34020,7382,41402,41299,7382,0,366107.43
2023-03-27 00:00:00,38779,3.36,35763,10916,46679,45560,10916,0,352256.85
2023-03-27 01:00:00,43481,2.59,32312,8711,41023,39275,8711,0,352909.55
2023-03-27 02:00:00,40539,2.88,34535,3285,37820,34074,3285,0,280231.56
2023-03-27 03:00:00,40870,3.74,39990,11327,51317,46812,11327,0,376438.05
2023-03-27 04:00:00,40460,3.01,32491,6944,39435,35443,6944,0,339100.91
2023-03-27 05:00:00,36051,3.49,29341,3031,32372,32015,3031,0,192929.78
2023-03-27 06:00:00,37738,3.67,30766,3701,34467,33212,3701,0,241380.48
2023-03-27 07:00:00,41229,3.74,40078,8483,48561,47612,8483,0,461842.63
2023-03-27 08:00:00,45406,3.4,30034,10103,40137,34281,10103,0,278844.04
2023-03-27 09:00:00,38130,3.17,39687,8920,48607,45767,8920,0,406251.87
2023-03-27 10:00:00,42022,2.12,33426,5655,39081,33875,5655,0,325340.58
2023-03-27 11:00:00,36778,3.17,30479,4718,35197,34540,4718,0,336552.39
2023-03-27 12:00:00,40182,2.45,36205,4488,40693,35943,4488,0,284418.09
2023-03-27 13:00:00,41709,3.37,34493,5775,40268,39485,5775,0,271449.18
2023-03-27 14:00:00,42415,2.09,37496,7485,44981,41377,7485,0,311720.14
2023-03-27 15:00:00,39210,2.89,39088,6345,45433,43912,6345,0,430236.71
2023-03-27 16:00:00,39342,2.57,35864,10236,46100,40282,10236,0,326583.44
2023-03-27 17:00:00,43870,2.52,29829,10985,40814,37880,10985,0,304825.38
2023-03-27 18:00:00,45047,3.93,30388,10073,40461,35589,10073,0,303895.14
2023-03-27 19:00:00,46025,2.28,32633,8664,41297,41168,8664,0,388570.23
2023-03-27 20:00:00,36350,2.23,34358,9901,44259,41733,9901,0,333097.45
2023-03-27 21:00:00,41192,2.74,36039,8256,44295,44159,8256,0,352344.37
2023-03-27 22:00:00,44919,3.06,29632,3072,32704,29248,3072,0,224245.0
2023-03-27 23:00:00,37009,2.47,35172,10658,45830,43169,10658,0,408504.24
2023-03-28 00:00:00,39866,3.86,28753,11122,39875,35731,11122,0,339618.66
2023-03-28 01:00:00,40225,2.08,28776,5017,33793,30945,5017,0,228581.95
2023-03-28 02:00:00,43965,2.67,35229,6001,41230,38954,6001,0,236342.08
2023-03-28 03:00:00,42645,3.55,40664,6380,47044,45505,6380,0,323710.77
2023-03-28 04:00:00,38117,2.33,39008,6612,45620,45016,6612,0,271321.29
2023-03-28 05:00:00,39070,2.8,39705,10304,50009,49416,10304,0,459110.45
2023-03-28 06:00:00,38504,2.36,31854,6086,37940,35485,6086,0,224989.98
2023-03-28 07:00:00,39698,3.4,29043,4843,33886,33415,4843,0,263662.38
2023-03-28 08:00:00,39422,3.33,30091,3289,33380,31229,3289,0,258845.18
2023-03-28 09:00:00,40982,2.95,32779,10604,43383,42620,10604,0,359097.13
2023-03-28 10:00:00,41652,2.52,33504,9930,43434,39447,9930,0,332912.68
2023-03-28 11:00:00,37675,3.59,33055,9537,42592,39551,9537,0,364676.83
2023-03-28 12:00:00,42191,2.65,33368,4803,38171,32670,4803,0,198134.16
2023-03-28 13:00:00,44390,3.14,34151,5372,39523,39258,5372,0,243570.79
2023-03-28 14:00:00,36096,2.82,40303,4285,44588,41810,4285,0,395214.67
2023-03-28 15:00:00,40091,3.63,35331,8152,43483,38868,8152,0,381646.33
2023-03-28 16:00:00,41553,3.55,33451,4651,38102,35814,4651,0,331125.13
2023-03-28 17:00:00,44028,3.81,31626,3751,35377,31826,3751,0,283508.73
2023-03-28 18:00:00,38689,2.91,38491,6728,45219,43096,6728,0,404902.11
2023-03-28 19:00:00,39184,3.37,34792,5347,40139,37620,5347,0,354205.89
2023-03-28 20:00:00,43695,2.85,40568,6814,47382,44864,6814,0,329079.15
2023-03-28 21:00:00,44715,3.47,40465,5795,46260,41104,5795,0,295480.54
2023-03-28 22:00:00,36347,3.72,33910,4961,38871,38556,4961,0,358116.59
2023-03-28 23:00:00,44380,3.25,28873,3479,32352,28853,3479,0,217277.56
2023-03-29 00:00:00,41594,2.3,31012,3134,34146,30538,3134,0,186419.6
2023-03-29 01:00:00,42757,2.07,30022,9503,39525,36601,9503,0,258435.71
2023-03-29 02:00:00,41805,2.57,28950,11858,40808,37357,11858,0,325682.43
2023-03-29 03:00:00,43299,2.88,36862,10323,47185,40474,10323,0,349644.21
2023-03-29 04:00:00,41162,3.57,30639,6442,37081,36387,6442,0,285048.92
2023-03-29 05:00:00,42222,3.12,36547,6076,42623,42616,6076,0,325200.33
2023-03-29 06:00:00,45843,3.12,38964,7112,46076,42380,7112,0,413385.13
2023-03-29 07:00:00,43694,2.43,34775,6557,41332,39203,6557,0,316724.1
2023-03-29 08:00:00,39664,2.21,29598,8557,38155,34142,8557,0,264020.26
2023-03-29 09:00:00,45612,2.01,34965,5331,40296,36609,5331,0,312250.52
2023-03-29 10:00:00,42219,2.03,29383,4103,33486,30883,4103,0,303145.95
2023-03-29 11:00:00,45222,3.36,32636,9438,42074,38988,9438,0,309858.46
2023-03-29 12:00:00,39237,2.37,32318,5878,38196,34026,5878,0,230523.91
2023-03-29 13:00:00,36391,2.97,30650,5843,36493,33248,5843,0,259152.68
2023-03-29 14:00:00,40104,3.74,35315,11317,46632,41249,11317,0,274668.16
2023-03-29 15:00:00,42157,2.25,37944,10230,48174,45314,10230,0,424226.26
2023-03-29 16:00:00,41345,2.8,32303,5157,37460,35732,5157,0,259376.94
2023-03-29 17:00:00,44061,2.4,33202,7327,40529,37855,7327,0,260707.3
2023-03-29 18:00:00,41623,3.66,37350,7072,44422,41996,7072,0,337957.93
2023-03-29 19:00:00,41900,2.72,38310,8761,47071,43004,8761,0,379467.46
2023-03-29 20:00:00,43941,3.56,32089,9926,42015,37301,9926,0,321135.91
2023-03-29 21:00:00,40657,3.91,30149,11522,41671,37347,11522,0,288520.57
